TIME,GEO,UNIT,ICHA11_HP,Value,Flag and Footnotes
2008,Netherlands,Million euro,Other residential long-term care facilities,"3,278.62",
2008,Netherlands,Million euro,Providers of ambulatory health care,"11,033.90",
2008,Netherlands,Million euro,Medical practices,"5,043.88",
2008,Netherlands,Million euro,Dental practice,"2,664.38",
2008,Netherlands,Million euro,Other health care practitioners,"3,097.95",
2008,Netherlands,Million euro,Ambulatory health care centres,227.69,
2008,Netherlands,Million euro,Providers of home health care services,:,
2008,Netherlands,Million euro,Providers of ancillary services,"1,131.44",
2008,Netherlands,Million euro,Providers of patient transportation and emergency rescue,245.6,
2008,Netherlands,Million euro,Medical and diagnostic laboratories,885.84,
2008,Netherlands,Million euro,Other providers of ancillary services,:,
2008,Netherlands,Million euro,Retailers and other providers of medical goods,"8,765.69",
2008,Netherlands,Million euro,Pharmacies,"5,837.70",
2008,Netherlands,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,"2,927.99",
2008,Netherlands,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Netherlands,Million euro,Providers of preventive care,"1,422.63",
2008,Netherlands,Million euro,Providers of health care system administration and financing,"2,964.95",
2008,Netherlands,Million euro,Government health administration agencies,603.3,
2008,Netherlands,Million euro,Social health insurance agencies,"1,583.55",
2008,Netherlands,Million euro,Private health insurance administration agencies,514.4,
2008,Netherlands,Million euro,Other administration agencies,263.7,
2008,Netherlands,Million euro,Rest of economy,611.73,
2008,Netherlands,Million euro,Households as providers of home health care,:,
2008,Netherlands,Million euro,All other industries as secondary providers of health care,611.73,
2008,Netherlands,Million euro,Other industries n.e.c.,:,
2008,Netherlands,Million euro,Rest of the world,572.5,
2008,Netherlands,Million euro,Providers unknown,:,
2008,Austria,Million euro,All providers of health care,:,
2008,Austria,Million euro,Hospitals,:,
2008,Austria,Million euro,General hospitals,:,
2008,Austria,Million euro,Mental health hospitals,:,
2008,Austria,Million euro,Specialised hospitals (other than mental health hospitals),:,
2008,Austria,Million euro,Residential long-term care facilities,:,
2008,Austria,Million euro,Long-term nursing care facilities,:,
2008,Austria,Million euro,Mental health and substance abuse facilities,:,
2008,Austria,Million euro,Other residential long-term care facilities,:,
2008,Austria,Million euro,Providers of ambulatory health care,:,
2008,Austria,Million euro,Medical practices,:,
2008,Austria,Million euro,Dental practice,:,
2008,Austria,Million euro,Other health care practitioners,:,
2008,Austria,Million euro,Ambulatory health care centres,:,
2008,Austria,Million euro,Providers of home health care services,:,
2008,Austria,Million euro,Providers of ancillary services,:,
2008,Austria,Million euro,Providers of patient transportation and emergency rescue,:,
2008,Austria,Million euro,Medical and diagnostic laboratories,:,
2008,Austria,Million euro,Other providers of ancillary services,:,
2008,Austria,Million euro,Retailers and other providers of medical goods,:,
2008,Austria,Million euro,Pharmacies,:,
2008,Austria,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2008,Austria,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Austria,Million euro,Providers of preventive care,:,
2008,Austria,Million euro,Providers of health care system administration and financing,:,
2008,Austria,Million euro,Government health administration agencies,:,
2008,Austria,Million euro,Social health insurance agencies,:,
2008,Austria,Million euro,Private health insurance administration agencies,:,
2008,Austria,Million euro,Other administration agencies,:,
2008,Austria,Million euro,Rest of economy,:,
2008,Austria,Million euro,Households as providers of home health care,:,
2008,Austria,Million euro,All other industries as secondary providers of health care,:,
2008,Austria,Million euro,Other industries n.e.c.,:,
2008,Austria,Million euro,Rest of the world,:,
2008,Austria,Million euro,Providers unknown,:,
2008,Poland,Million euro,All providers of health care,:,
2008,Poland,Million euro,Hospitals,:,
2008,Poland,Million euro,General hospitals,:,
2008,Poland,Million euro,Mental health hospitals,:,
2008,Poland,Million euro,Specialised hospitals (other than mental health hospitals),:,
2008,Poland,Million euro,Residential long-term care facilities,:,
2008,Poland,Million euro,Long-term nursing care facilities,:,
2008,Poland,Million euro,Mental health and substance abuse facilities,:,
2008,Poland,Million euro,Other residential long-term care facilities,:,
2008,Poland,Million euro,Providers of ambulatory health care,:,
2008,Poland,Million euro,Medical practices,:,
2008,Poland,Million euro,Dental practice,:,
2008,Poland,Million euro,Other health care practitioners,:,
2008,Poland,Million euro,Ambulatory health care centres,:,
2008,Poland,Million euro,Providers of home health care services,:,
2008,Poland,Million euro,Providers of ancillary services,:,
2008,Poland,Million euro,Providers of patient transportation and emergency rescue,:,
2008,Poland,Million euro,Medical and diagnostic laboratories,:,
2008,Poland,Million euro,Other providers of ancillary services,:,
2008,Poland,Million euro,Retailers and other providers of medical goods,:,
2008,Poland,Million euro,Pharmacies,:,
2008,Poland,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2008,Poland,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Poland,Million euro,Providers of preventive care,:,
2008,Poland,Million euro,Providers of health care system administration and financing,:,
2008,Poland,Million euro,Government health administration agencies,:,
2008,Poland,Million euro,Social health insurance agencies,:,
2008,Poland,Million euro,Private health insurance administration agencies,:,
2008,Poland,Million euro,Other administration agencies,:,
2008,Poland,Million euro,Rest of economy,:,
2008,Poland,Million euro,Households as providers of home health care,:,
2008,Poland,Million euro,All other industries as secondary providers of health care,:,
2008,Poland,Million euro,Other industries n.e.c.,:,
2008,Poland,Million euro,Rest of the world,:,
2008,Poland,Million euro,Providers unknown,:,
2008,Portugal,Million euro,All providers of health care,"16,729.08",
2008,Portugal,Million euro,Hospitals,"6,399.65",
2008,Portugal,Million euro,General hospitals,"6,253.16",
2008,Portugal,Million euro,Mental health hospitals,146.49,
2008,Portugal,Million euro,Specialised hospitals (other than mental health hospitals),:,
2008,Portugal,Million euro,Residential long-term care facilities,169.34,
2008,Portugal,Million euro,Long-term nursing care facilities,:,
2008,Portugal,Million euro,Mental health and substance abuse facilities,:,
2008,Portugal,Million euro,Other residential long-term care facilities,:,
2008,Portugal,Million euro,Providers of ambulatory health care,"4,465.27",
2008,Portugal,Million euro,Medical practices,"1,791.13",
2008,Portugal,Million euro,Dental practice,:,
2008,Portugal,Million euro,Other health care practitioners,:,
2008,Portugal,Million euro,Ambulatory health care centres,"2,658.23",
2008,Portugal,Million euro,Providers of home health care services,15.91,
2008,Portugal,Million euro,Providers of ancillary services,907.86,
2008,Portugal,Million euro,Providers of patient transportation and emergency rescue,182.31,
2008,Portugal,Million euro,Medical and diagnostic laboratories,725.55,
2008,Portugal,Million euro,Other providers of ancillary services,0,
2008,Portugal,Million euro,Retailers and other providers of medical goods,"4,161.54",
2008,Portugal,Million euro,Pharmacies,"3,509.49",
2008,Portugal,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,553.1,
2008,Portugal,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,98.94,
2008,Portugal,Million euro,Providers of preventive care,16.14,
2008,Portugal,Million euro,Providers of health care system administration and financing,296.56,
2008,Portugal,Million euro,Government health administration agencies,162.65,
2008,Portugal,Million euro,Social health insurance agencies,0,
2008,Portugal,Million euro,Private health insurance administration agencies,133.9,
2008,Portugal,Million euro,Other administration agencies,0,
2008,Portugal,Million euro,Rest of economy,236.21,
2008,Portugal,Million euro,Households as providers of home health care,78.62,
2008,Portugal,Million euro,All other industries as secondary providers of health care,157.59,
2008,Portugal,Million euro,Other industries n.e.c.,0,
2008,Portugal,Million euro,Rest of the world,76.52,
2008,Portugal,Million euro,Providers unknown,:,
2008,Romania,Million euro,All providers of health care,:,
2008,Romania,Million euro,Hospitals,:,
2008,Romania,Million euro,General hospitals,:,
2008,Romania,Million euro,Mental health hospitals,:,
2008,Romania,Million euro,Specialised hospitals (other than mental health hospitals),:,
2008,Romania,Million euro,Residential long-term care facilities,:,
2008,Romania,Million euro,Long-term nursing care facilities,:,
2008,Romania,Million euro,Mental health and substance abuse facilities,:,
2008,Romania,Million euro,Other residential long-term care facilities,:,
2008,Romania,Million euro,Providers of ambulatory health care,:,
2008,Romania,Million euro,Medical practices,:,
2008,Romania,Million euro,Dental practice,:,
2008,Romania,Million euro,Other health care practitioners,:,
2008,Romania,Million euro,Ambulatory health care centres,:,
2008,Romania,Million euro,Providers of home health care services,:,
2008,Romania,Million euro,Providers of ancillary services,:,
2008,Romania,Million euro,Providers of patient transportation and emergency rescue,:,
2008,Romania,Million euro,Medical and diagnostic laboratories,:,
2008,Romania,Million euro,Other providers of ancillary services,:,
2008,Romania,Million euro,Retailers and other providers of medical goods,:,
2008,Romania,Million euro,Pharmacies,:,
2008,Romania,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
